koi_disposition,koi_period,koi_depth,koi_duration,koi_ror,koi_model_snr
FALSE POSITIVE,1.112207126,54.7,1.35,0.0069,13.0
FALSE POSITIVE,1.303576682,245.5,1.021,0.014449,22.1
FALSE POSITIVE,1.958577398,453.0,2.388,0.020167,24.5
CONFIRMED,5.19103699,290.1,4.222,0.01566,25.2
CONFIRMED,4.86638504,143.8,2.296,0.010894,17.1
FALSE POSITIVE,4.79176993,116.6,4.52,0.009839,23.0
CONFIRMED,25.1933989,481.2,4.62,0.021238,18.0
FALSE POSITIVE,0.759762021,227.0,4.912,0.197356,65.3
CONFIRMED,6.49441464,357.3,2.344,0.021621,17.7
CONFIRMED,2.576571021,852.8,1.5997,0.0267,63.6
CONFIRMED,28.4750006,763.8,4.718,0.029051,21.4
CONFIRMED,14.7966306,56.1,5.613,0.006866,22.4
CONFIRMED,11.25401871,433.4,4.759,0.019863,17.0
CONFIRMED,9.18244299,87.6,4.318,0.008634,20.3
CONFIRMED,14.6134781,72.8,5.266,0.007832,15.2
FALSE POSITIVE,119.682075,1704.1,31.28,0.305437,38.1
CONFIRMED,42.9923284,1120.1,4.726,0.032127,34.1
CONFIRMED,6.88341278,487.4,2.0674,0.020209,35.4
FALSE POSITIVE,4.593595496,45034.0,2.7468,0.457262,92.0
CONFIRMED,197.5111484,2575.6,11.106,0.05206,175.2
CONFIRMED,11.1726723,76.8,6.106,0.008182,17.0
CONFIRMED,2.53573284,68.0,3.989,0.007455,25.5
CONFIRMED,6.79164656,102.6,3.343,0.009257,18.5
CONFIRMED,11.8376933,92.9,3.381,0.009122,12.7
CONFIRMED,18.5525162,771.5,4.385,0.027989,17.2
CONFIRMED,13.3669309,12.2,3.733,0.003223,7.4
FALSE POSITIVE,1.045492348,28.7,2.933,0.005248,21.7
CONFIRMED,4.86634094,366.7,1.885,0.021379,15.2
CONFIRMED,5.60402307,224.9,1.0273,0.015587,20.6
CONFIRMED,13.0313583,573.3,4.521,0.024587,18.9
CONFIRMED,40.9905002,297.3,7.336,0.015658,15.4
CONFIRMED,57.2932309,773.6,4.878,0.024537,15.7
CONFIRMED,8.00504749,187.5,3.32,0.012616,15.6
CONFIRMED,12.13070414,211.2,3.843,0.013392,15.3
CONFIRMED,5.61357653,162.3,2.905,0.011749,15.2
FALSE POSITIVE,1.33255087,123.3,3.565,0.010297,14.0
FALSE POSITIVE,40.8792243,413.6,7.005,0.020582,23.4
CONFIRMED,18.8262877,795.8,2.344,0.025362,19.9
CONFIRMED,3.41045981,136.2,2.866,0.014889,22.5
CONFIRMED,4.76702759,163.4,2.013,0.011605,14.3
CONFIRMED,13.62801048,912.8,3.5374,0.035168,26.7
CONFIRMED,16.83203175,326.0,4.031,0.016896,21.6
FALSE POSITIVE,13.37499553,458.1,1.639,0.01917,16.9
FALSE POSITIVE,4.35370136,168.9,1.913,0.012319,12.2
FALSE POSITIVE,134.96694,68.4,18.43,0.007583,6.9
CONFIRMED,1.385787741,85.4,1.6449,0.008438,19.1
CONFIRMED,12.02295362,778.6,1.2667,0.034126,20.1
CONFIRMED,16.79716262,1023.8,3.83,0.036114,21.2
CONFIRMED,18.59611518,813.8,2.3052,0.025959,27.6
CONFIRMED,5.77440326,245.3,1.768,0.014483,11.8
FALSE POSITIVE,2.622134451,128.2,4.735,0.010939,42.9
CONFIRMED,11.47685263,240.6,2.756,0.01398,16.5
FALSE POSITIVE,40.0088894,582.3,3.616,0.185777,20.2
FALSE POSITIVE,6.58738839,258.5,4.758,0.015075,15.7
FALSE POSITIVE,0.759706632,39.7,1.0896,0.006034,21.6
CONFIRMED,4.37033233,177.8,2.845,0.012063,17.7
FALSE POSITIVE,1.08070294,145.6,3.363,0.011738,17.6
FALSE POSITIVE,4.74254518,305.7,1.023,0.016086,13.2
FALSE POSITIVE,18.13559979,452.7,2.019,0.21603,16.4
CONFIRMED,51.20690303,23791.335898271922,8.99,0.28364628616454735,259.8950005434192
CONFIRMED,3.70429015,55.7,3.37,0.006909,15.9
CONFIRMED,37.3331165,187.8,7.643,0.014415,22.5
CONFIRMED,7.9709719,488.4,1.2893,0.025116,17.3
CONFIRMED,6.03355539,89.5,10.049,0.008535,26.1
CONFIRMED,3.02558494,128.3,3.0008,0.011717,23.8
FALSE POSITIVE,0.933746783,417.5,4.255,0.017991,62.8
FALSE POSITIVE,6.09740316,568.5,4.635,0.227885,14.0
CONFIRMED,2.7612237,66.8,3.681,0.007563,14.2
FALSE POSITIVE,5.59727625,200.8,1.659,0.01316,15.3
FALSE POSITIVE,50.5715805,1282.6,3.726,0.032084,19.9
CONFIRMED,2.032319072,315.5,1.6762,0.016327,24.5
FALSE POSITIVE,4.100870416,123520.0,8.15361,0.500096,2619.2
CONFIRMED,4.35407371,277.1,2.427,0.016467,19.0
CONFIRMED,11.32269749,311.0,3.517,0.021497,16.0
CONFIRMED,13.71218522,786.7,2.437,0.027248,22.6
CONFIRMED,12.14684625,70.7,6.197,0.008175,27.1
CONFIRMED,7.46718958,75.7,3.633,0.008144,18.8
CONFIRMED,48.8882668,462.8,6.468,0.034391,13.5
CONFIRMED,51.1319346,382.3,6.019,0.020107,19.6
FALSE POSITIVE,133.516435,510.0,2.196,0.021721,6.5
CONFIRMED,39.8312536,388.8,2.442,0.017664,15.8
CONFIRMED,9.549277089,1826.9,1.5832,0.038907,112.2
CONFIRMED,17.60461401,2292.1,3.716,0.046863,80.1
FALSE POSITIVE,1.228721184,465.6,1.041,0.01944,26.4
CONFIRMED,4.69505576,240.0,3.058,0.014207,15.9
FALSE POSITIVE,0.569115976,796.9,2.028,0.025083,59.8
FALSE POSITIVE,7.258450123,3714.7,5.7297,0.05504,288.6
FALSE POSITIVE,6.0959841,112.7,10.39,0.010253,29.2
CONFIRMED,22.9221181,140.3,8.2,0.011289,24.0
CONFIRMED,16.10474503,124.1,5.712,0.010181,25.4
CONFIRMED,7.42697378,205.2,3.206,0.013086,15.4
FALSE POSITIVE,0.874629873,68.1,1.782,0.007979,19.2
FALSE POSITIVE,5.46091846,172.0,1.781,0.012282,21.2
CONFIRMED,3.17323012,204.5,1.9094,0.012708,21.4
CONFIRMED,13.2970695,219.7,3.283,0.013131,14.9
CONFIRMED,5.398752862,346.5,3.4303,0.0169,289.6
FALSE POSITIVE,5.26648126,97.8,1.964,0.009233,16.0
FALSE POSITIVE,2.67596808,420.6,2.021,0.018071,17.5
CONFIRMED,7.41683033,72.6,7.274,0.009246,20.6
CONFIRMED,0.727331746,357.4,0.8323,0.017336,20.4
CONFIRMED,1.302017467,290.5,1.3692,0.015357,21.4
CONFIRMED,8.63050092,325.8,3.144,0.017113,14.9
FALSE POSITIVE,12.49117388,189.9,2.848,0.013681,17.0
CONFIRMED,3.27645723,323.0,2.219,0.016307,17.9
CONFIRMED,16.0573291,575.0,3.546,0.025772,17.5
FALSE POSITIVE,8.44326557,359.5,3.353,0.017642,19.0
CONFIRMED,4.60300256,302.5,2.6848,0.015352,22.2
FALSE POSITIVE,16.9329284,488.3,1.218,0.020585,20.4
CONFIRMED,12.00089667,420.7,3.266,0.019481,20.0
FALSE POSITIVE,1.169010526,165.9,1.1717,0.143947,37.1
CONFIRMED,1.916940872,105.1,1.4243,0.009377,17.7
CONFIRMED,5.05661302,137.9,3.926,0.01123,17.6
CONFIRMED,24.3344939,323.1,6.557,0.01646,18.1
CONFIRMED,131.187921,915.9,6.905,0.026732,23.9
FALSE POSITIVE,2.17489806,74.8,4.599,0.008631,29.3
CONFIRMED,25.8859397,217.1,4.548,0.016887,16.1
CONFIRMED,28.6253502,652.7,4.551,0.023158,18.3
CONFIRMED,6.98141327,38.0,6.527,0.006012,20.9
FALSE POSITIVE,1.319677953,100.7,1.978,0.009642,17.4
CONFIRMED,8.94337724,215.1,2.469,0.013531,18.4
CONFIRMED,12.282998287,2794.7,2.7096,0.048233,137.2
FALSE POSITIVE,0.328686504,171.9,0.8592,0.012036,26.8
CONFIRMED,6.383159135,2313.2,1.7504,0.043356,64.4
CONFIRMED,5.57654782,53.6,3.673,0.006836,13.2
CONFIRMED,115.6863392,945.9,4.65,0.028036,20.7
CONFIRMED,3.81371423,281.0,1.973,0.015334,11.4
CONFIRMED,38.0970717,913.3,4.307,0.03645,17.0
FALSE POSITIVE,2.637574744,5423.5,5.4573,0.081431,222.8
CONFIRMED,16.3012727,259.5,3.974,0.017701,19.7
CONFIRMED,13.32354078,116.6,3.873,0.009905,16.3
CONFIRMED,2.607545159,351.5,1.3916,0.017257,23.0
CONFIRMED,3.24417541,371.9,1.992,0.019378,18.0
FALSE POSITIVE,6.85567248,197.7,2.268,0.013131,17.2
FALSE POSITIVE,2.28607282,261.8,7.82,0.014211,35.9
CONFIRMED,9.60505976,55.0,3.0063,0.006981,32.2
FALSE POSITIVE,3.54789928,185.3,2.861,0.012462,13.6
CONFIRMED,3.65690909,107.4,2.064,0.009517,12.8
CONFIRMED,88.0712769,885.4,6.758,0.026801,18.1
CONFIRMED,8.38395796,108.5,5.2,0.01139,14.1
CONFIRMED,1.68189051,83.2,2.992,0.008447,17.4
FALSE POSITIVE,8.59000355,298.1,6.68,0.018988,18.9
CONFIRMED,44.9977604,170.2,9.686,0.014766,21.4
CONFIRMED,7.12815163,45.9,5.522,0.006237,22.0
FALSE POSITIVE,0.872952088,137.3,1.4499,0.112178,41.6
CONFIRMED,7.01074295,222.8,2.1787,0.013898,21.3
CONFIRMED,17.2922631,203.1,7.042,0.015049,23.7
CONFIRMED,94.289223,505.4,4.102,0.021415,22.5
CONFIRMED,14.02634692,403.6,1.2808,0.021529,19.3
FALSE POSITIVE,12.425866431,257.9,29.1428,0.020606,62.2
CONFIRMED,25.5433704,138.6,8.567,0.010853,28.4
FALSE POSITIVE,33.8542586,253.3,12.689,0.013954,10.0
CONFIRMED,45.0909201,436.3,4.605,0.024803,14.1
CONFIRMED,15.0539886,221.5,4.422,0.016079,16.3
CONFIRMED,159.388788,1033.0,8.432,0.028604,17.3
CONFIRMED,1.565412613,2754.6,0.7572,0.048437,48.6
CONFIRMED,5.14892346,2355.0,0.9613,0.048149,25.4
FALSE POSITIVE,0.730943372,134.7,3.004,0.011722,27.0
FALSE POSITIVE,0.515552803,1224.1,1.7869,0.175099,79.6
CONFIRMED,2.522590567,210.2,1.406,0.274887,18.5
CONFIRMED,6.73968289,142.0,4.183,0.011491,15.4
CONFIRMED,41.74598855,421.8,4.6125,0.018741,110.5
FALSE POSITIVE,75.378004,447.8,6.744,0.032476,20.5
CONFIRMED,213.258526,1992.3,7.768,0.039058,36.1
CONFIRMED,100.2830675,351.2,10.8636,0.017719,81.9
CONFIRMED,4.871223664,6462.0,1.5916,0.079431,50.5
CONFIRMED,2.984157711,2598.0,1.2637,0.046896,24.3
CONFIRMED,2.8867624,631.8,0.9879,0.029146,37.1
FALSE POSITIVE,0.498434645,239.2,0.955,0.014007,26.8
FALSE POSITIVE,2.75505467,85.5,3.426,0.009138,27.8
FALSE POSITIVE,1.572181216,219.5,7.219,0.163671,48.2
FALSE POSITIVE,1.28805834,92.6,3.419,0.00872,28.1
FALSE POSITIVE,2.72288246,152.6,2.408,0.01112,15.5
CONFIRMED,1.574090323,224.9,1.5796,0.013129,17.7
FALSE POSITIVE,0.947738312,202.2,1.206,0.012562,13.9
CONFIRMED,13.7872627,75.1,5.747,0.009753,23.9
CONFIRMED,14.4359459,107.3,3.414,0.009895,22.0
CONFIRMED,5.95958637,133.1,2.899,0.010427,16.1
FALSE POSITIVE,0.497581917,140.6,1.46,0.011001,17.1
CONFIRMED,2.279523364,126.8,1.6202,0.010043,16.7
CONFIRMED,12.2854718,1617.1,2.996,0.035947,23.8
CONFIRMED,5.53609368,1223.3,2.2942,0.035793,22.6
CONFIRMED,58.0337426,807.1,5.584,0.025518,34.9
CONFIRMED,14.4252635,221.2,3.754,0.013363,15.2
CONFIRMED,26.6757818,474.8,2.696,0.021384,20.0
CONFIRMED,0.868386354,488.5,1.066,0.019749,27.3
CONFIRMED,11.8288843,191.0,3.337,0.012612,9.1
CONFIRMED,14.7512034,261.1,1.25,0.017404,8.3
FALSE POSITIVE,1.480323978,166.2,1.833,0.012369,43.4
CONFIRMED,6.88707073,68.7,4.4679,0.008082,38.2
FALSE POSITIVE,165.75597,57.3,8.45,97.605156,12.8
FALSE POSITIVE,1.11431205,160.4,2.112,0.011562,15.5
CONFIRMED,3.42064689,356.8,1.767,0.021524,13.9
CONFIRMED,0.675650404,200.7,1.8261,0.012949,22.4
FALSE POSITIVE,17.7337356,217.3,5.558,0.013712,17.0
FALSE POSITIVE,10.06478627,285.7,2.86,0.016687,18.6
FALSE POSITIVE,1.12976597,133.7,3.096,0.010587,14.3
CONFIRMED,16.23191704,501.6,7.461,0.020452,194.9
FALSE POSITIVE,15.4126766,599.8,3.402,0.030214,7.5
FALSE POSITIVE,1.110599919,157.6,1.3493,0.011346,38.7
CONFIRMED,21.86965714,125.5,5.5177,0.01063,43.5
CONFIRMED,9.02436414,214.6,3.011,0.01334,23.5
CONFIRMED,17.3408735,159.0,3.398,0.011797,13.5
FALSE POSITIVE,0.814280672,134.9,2.326,0.011362,12.3
FALSE POSITIVE,0.878855771,269.7,1.1014,0.015318,25.3
FALSE POSITIVE,2.49432176,8043.0,2.3269,0.081558,43.2
FALSE POSITIVE,1.00652785,125.9,1.3175,0.010575,17.9
FALSE POSITIVE,1.99566293,197.0,4.514,0.013185,21.9
FALSE POSITIVE,0.755111225,168.0,3.164,0.012635,76.4
CONFIRMED,25.8730914,694.4,5.085,0.024151,20.1
CONFIRMED,20.2642023,185.3,4.664,0.015063,19.9
CONFIRMED,7.44136102,79.7,4.554,0.009401,14.2
CONFIRMED,99.2532336,538.0,7.208,0.027854,20.5
FALSE POSITIVE,3.84933401,503.9,2.299,0.021409,13.6
CONFIRMED,6.4802138,142.0,3.27,0.011743,13.7
FALSE POSITIVE,21.3910125,645.8,3.512,0.022958,25.1
CONFIRMED,14.3832267,178.5,8.378,0.013044,39.0
CONFIRMED,47.3186631,263.4,10.465,0.014906,36.2
CONFIRMED,11.12827427,6057.0,2.6118,0.073529,65.6
CONFIRMED,2.21571296,285.1,1.8211,0.017229,22.1
CONFIRMED,34.4585495,431.0,7.434,0.019948,23.7
CONFIRMED,3.35184041,345.3,1.9855,0.017094,20.0
FALSE POSITIVE,1.615758517,41.7,1.734,0.005939,18.0
CONFIRMED,3.4462125,83.5,2.101,0.008944,15.6
CONFIRMED,2.005414293,59.5,1.934,0.008216,13.9
FALSE POSITIVE,1.868564038,176.7,1.192,0.012495,17.2
CONFIRMED,15.1408916,476.8,4.359,0.019976,20.1
CONFIRMED,11.39169531,51.0,5.0,0.007494,19.0
CONFIRMED,2.44358543,59.1,1.852,0.007015,11.9
FALSE POSITIVE,1.7592691,140.4,2.381,0.011222,13.5
CONFIRMED,2.226496196,1839.1,1.7073,0.038292,36.0
CONFIRMED,5.72084599,1316.0,2.744,0.032418,20.5
CONFIRMED,0.962864171,303.5,1.6802,0.017264,31.6
CONFIRMED,16.23847733,646.7,3.9699,0.025459,125.8
CONFIRMED,6.46004728,394.2,1.979,0.020507,17.0
CONFIRMED,4.76831033,251.8,3.2363,0.014616,35.4
CONFIRMED,44.616751,239.7,7.831,0.014887,28.4
FALSE POSITIVE,1.714410345,50.4,3.336,0.006757,22.9
CONFIRMED,3.40165617,155.9,1.9617,0.013564,19.9
CONFIRMED,14.00948631,169.9,3.399,0.011757,22.6
FALSE POSITIVE,1.703359172,57.6,1.914,0.006997,13.9
FALSE POSITIVE,3.77881664,47.1,5.819,0.006588,22.2
CONFIRMED,1.311558909,141.3,1.919,0.010897,17.2
CONFIRMED,1.291233083,66.0,1.855,0.007518,15.9
CONFIRMED,10.573751447,298.9,1.7259,0.017524,82.0
CONFIRMED,3.7847507,33.5,2.924,0.00528,12.2
CONFIRMED,18.2206024,201.8,5.109,0.012951,19.7
CONFIRMED,47.4497134,206.4,10.675,0.013113,16.9
CONFIRMED,0.929906166,108.7,1.743,0.009563,79.7
FALSE POSITIVE,0.784513087,316.6,1.9206,0.015257,47.7
CONFIRMED,4.11585514,425.8,1.4858,0.02144,20.8
CONFIRMED,33.878639,700.1,6.194,0.030037,27.9
CONFIRMED,27.5722144,296.3,5.256,0.016268,20.0
CONFIRMED,2.12821621,25.9,3.146,0.004636,22.1
FALSE POSITIVE,0.703399912,531.4,0.823,0.021683,32.0
FALSE POSITIVE,2.5355023,354.6,7.189,0.022452,37.6
FALSE POSITIVE,1.332560553,31.7,3.315,0.005094,26.1
FALSE POSITIVE,18.936061,24.3,22.27,0.004418,14.0
CONFIRMED,10.65275054,740.7,2.684,0.024669,17.5
CONFIRMED,3.30040818,98.8,4.462,0.009123,19.3
FALSE POSITIVE,5.62950902,297.5,6.542,0.021476,14.3
CONFIRMED,24.2758992,702.2,4.59,0.024621,17.0
CONFIRMED,54.4099612,193.0,9.314,0.012628,20.8
FALSE POSITIVE,9.12209336,906.8,4.347,0.268689,22.2
CONFIRMED,19.94752741,861.3,1.756,0.026742,16.0
CONFIRMED,13.84984567,84.6,7.2783,0.008397,35.2
CONFIRMED,6.12479773,129.3,3.466,0.011473,20.1
CONFIRMED,11.24284815,136.0,4.241,0.010988,17.4
CONFIRMED,4.02877097,100.4,3.173,0.009204,18.6
CONFIRMED,8.92114318,110.8,3.933,0.009647,15.3
CONFIRMED,7.81285862,117.3,4.098,0.009941,32.3
CONFIRMED,18.01164974,107.8,6.7367,0.011469,60.8
CONFIRMED,0.916142298,98.5,1.1555,0.008995,23.0
FALSE POSITIVE,0.597933473,106.0,1.918,0.009816,26.0
FALSE POSITIVE,2.69636494,109.0,3.892,0.009999,22.2
CONFIRMED,6.99205021,33.4,5.037,0.006619,24.4
CONFIRMED,12.0999065,165.5,3.558,0.011614,15.1
CONFIRMED,5.36375016,114.3,2.94,0.00963,14.4
FALSE POSITIVE,3.17319407,135.8,2.512,0.010595,16.2
FALSE POSITIVE,5.24368302,225.4,10.873,0.013281,36.9
FALSE POSITIVE,0.591280187,135.0,1.1656,0.01087,21.6
CONFIRMED,3.93766786,24.3,4.655,0.004548,16.8
FALSE POSITIVE,1.465943491,52.3,1.513,0.00669,15.8
CONFIRMED,28.45489091,1418.6,8.1593,0.035375,244.7
CONFIRMED,1.952711161,403.0,0.872,0.024933,30.7
FALSE POSITIVE,0.620739667,108.2,2.477,0.167382,30.8
FALSE POSITIVE,0.587470828,193.8,2.4382,0.175174,48.3
FALSE POSITIVE,0.934924739,73.8,2.052,0.007993,20.3
FALSE POSITIVE,25.7054557,266.3,6.059,0.016043,27.6
CONFIRMED,3.84822189,203.9,2.013,0.013198,17.6
CONFIRMED,2.37752442,32.1,2.307,0.005152,15.9
FALSE POSITIVE,2.62838097,89.9,3.193,0.00862,15.3
CONFIRMED,1.877878538,47.5,2.39,0.006379,20.6
CONFIRMED,35.3331932,99.7,5.966,0.009621,28.8
CONFIRMED,15.0896415,77.8,4.3349,0.008074,29.5
CONFIRMED,5.30873978,127.5,3.018,0.010322,16.7
CONFIRMED,3.89524296,189.0,1.689,0.012309,16.2
CONFIRMED,0.740926358,195.5,1.0163,0.012828,20.0
FALSE POSITIVE,1.352564873,56.7,3.469,0.007307,34.9
FALSE POSITIVE,7.72768833,404.8,2.06,0.018376,14.6
CONFIRMED,37.3033197,551.7,7.793,0.025857,19.5
FALSE POSITIVE,31.9729501,156.3,9.41,0.012524,38.3
CONFIRMED,14.8877665,252.5,4.981,0.016055,28.4
CONFIRMED,4.52158614,106.2,3.4702,0.009333,26.2
FALSE POSITIVE,2.007750531,352.0,2.0715,0.017357,21.8
CONFIRMED,7.03146295,85.4,5.922,0.008449,33.8
CONFIRMED,54.2811949,147.8,5.517,0.012667,20.0
FALSE POSITIVE,0.596087893,105.1,0.7159,0.009606,30.3
CONFIRMED,12.58229808,118.7,6.375,0.009854,62.1
FALSE POSITIVE,7.12684695,206.3,3.179,0.014079,20.7
FALSE POSITIVE,0.661749944,215.6,4.112,0.182858,34.5
FALSE POSITIVE,354.95118,421.9,13.02,0.01887,7.0
FALSE POSITIVE,1.35477049,145.3,1.618,0.010656,14.8
FALSE POSITIVE,0.493393859,264.7,1.1319,0.02086,20.3
CONFIRMED,11.95401876,855.9,2.656,0.029175,19.3
FALSE POSITIVE,2.48883033,51.4,4.268,0.006989,15.1
FALSE POSITIVE,20.2340219,193.6,3.674,0.012795,11.5
CONFIRMED,0.88184263,249.9,1.3117,0.014657,21.2
CONFIRMED,5.448321078,529.4,2.2213,0.021984,55.1
CONFIRMED,1.116127169,109.2,1.3235,0.010104,19.2
FALSE POSITIVE,195.613824,1651.9,23.777,0.043769,102.7
CONFIRMED,3.833087643,461.4,1.51,0.024847,40.2
CONFIRMED,9.37663713,118.4,2.1033,0.011189,21.0
CONFIRMED,5.62006198,190.1,2.751,0.017766,17.4
CONFIRMED,3.8259005,857.2,1.8057,0.03572,20.3
CONFIRMED,0.558841234,280.9,0.7918,0.015407,26.3
CONFIRMED,9.33648141,885.4,2.5449,0.033763,23.1
CONFIRMED,76.6139446,498.7,10.22,0.023228,28.6
FALSE POSITIVE,1.545388842,52.8,3.037,0.006718,20.6
CONFIRMED,1.289590179,286.0,1.3541,0.015625,18.9
CONFIRMED,0.634003002,316.9,0.9207,0.016444,21.0
FALSE POSITIVE,1.56859048,280.6,11.591,0.213988,43.3
CONFIRMED,22.8030252,62.9,4.768,0.007316,20.4
FALSE POSITIVE,0.623441939,128.1,1.4053,0.044292,40.6
FALSE POSITIVE,5.24364571,270.4,16.984,0.216879,45.6
CONFIRMED,8.98826122,160.8,4.96,0.014058,14.5
FALSE POSITIVE,4.15743922,1472.0,9.572,0.283683,52.5
CONFIRMED,135.4978256,5038.1,6.769,0.072673,73.2
CONFIRMED,22.2508509,618.7,1.745,0.025073,11.4
FALSE POSITIVE,8.53161917,65744.0,2.9596,0.499969,86.1
FALSE POSITIVE,0.526615152,64.0,1.0582,0.007299,40.9
FALSE POSITIVE,0.690405794,178.4,1.7407,0.012128,43.0
CONFIRMED,10.10773789,294.9,3.828,0.015476,25.3
FALSE POSITIVE,1.844857057,85.6,1.6557,0.008855,21.5
FALSE POSITIVE,18.0116764,417.2,6.006,0.019852,23.3
CONFIRMED,33.67280658,170.9,8.2267,0.011948,61.2
CONFIRMED,3.00912491,191.4,2.228,0.012546,16.5
CONFIRMED,4.44589508,441.4,2.3816,0.020568,20.9
FALSE POSITIVE,2.023126394,72.2,1.2771,0.007962,19.2
FALSE POSITIVE,10.63609504,290.6,3.48,0.015415,20.9
CONFIRMED,10.3108232,204.0,5.617,0.012975,14.0
FALSE POSITIVE,1.069842837,540.3,5.275,0.020633,65.2
FALSE POSITIVE,1.077467951,75.7,2.1125,0.188607,47.4
FALSE POSITIVE,2.8736467,215.7,1.682,0.018689,21.2
FALSE POSITIVE,2.846517614,2154.4,4.228,0.053662,58.0
CONFIRMED,211.032819,1953.4,7.119,0.04577,69.3
CONFIRMED,1.716828304,59.5,2.068,0.007546,14.2
FALSE POSITIVE,0.755103143,43.8,2.885,0.006402,27.3
FALSE POSITIVE,20.71927223,224.6,4.0388,0.014853,36.0
CONFIRMED,11.87457664,220.7,1.9797,0.013737,21.4
CONFIRMED,109.6469948,899.7,6.568,0.030575,26.7
CONFIRMED,15.64588656,572.1,3.959,0.021809,26.9
FALSE POSITIVE,0.93375241,518.0,6.352,0.035786,55.5
FALSE POSITIVE,1.70336496,316.7,1.7045,0.016745,19.8
FALSE POSITIVE,0.764174368,100.2,2.346,0.009622,34.5
FALSE POSITIVE,1.85373924,348.6,1.816,0.01786,18.0
CONFIRMED,7.06321927,207.2,2.411,0.01355,12.6
FALSE POSITIVE,0.584310213,809.4,2.1801,0.240239,91.9
CONFIRMED,25.384175,594.0,3.576,0.022465,15.8
CONFIRMED,15.79196594,203.1,7.2772,0.012882,77.3
CONFIRMED,8.16733851,104.9,3.337,0.010408,14.8
CONFIRMED,12.81590421,220.5,6.3856,0.014067,106.7
FALSE POSITIVE,79.99623328,24384.0,6.3339,0.149796,721.9
CONFIRMED,5.424749327,7680.0,1.139,0.079794,78.0
CONFIRMED,3.606940379,432.3,1.0418,0.022221,20.8
FALSE POSITIVE,69.2002312,2271.5,5.679,0.326968,30.0
CONFIRMED,6.26404774,378.7,2.39,0.017429,20.1
CONFIRMED,23.1985852,224.7,9.821,0.013623,28.2
CONFIRMED,5.77721259,134.3,2.462,0.011293,17.7
FALSE POSITIVE,0.905037231,37.5,1.4351,0.005694,29.0
CONFIRMED,59.4969009,1262.1,5.404,0.032075,23.2
CONFIRMED,10.61345333,150.2,0.9829,0.011648,20.0
CONFIRMED,48.6303805,339.8,7.0805,0.016784,53.9
CONFIRMED,40.5289885,360.7,10.604,0.017565,35.3
FALSE POSITIVE,0.571940563,54.3,0.9031,0.007523,22.8
FALSE POSITIVE,0.633514386,179.1,1.2792,0.01202,22.3
FALSE POSITIVE,17.4166143,314.2,2.445,0.016603,13.1
CONFIRMED,16.3583482,116.4,9.858,0.011577,30.0
FALSE POSITIVE,36.0054414,117.5,3.262,0.01073,14.6
CONFIRMED,13.9093544,86.8,6.765,0.008521,15.6
FALSE POSITIVE,1.257689465,945.6,0.8399,0.028494,45.6
CONFIRMED,4.081411554,171.9,2.3239,0.014433,36.9
CONFIRMED,11.41941928,150.5,3.3075,0.014247,22.9
CONFIRMED,6.83440674,177.1,2.2726,0.014584,29.1
CONFIRMED,24.4004378,860.5,2.987,0.033526,20.2
FALSE POSITIVE,4.029810359,111.1,3.3316,0.009822,62.8
FALSE POSITIVE,1.287622419,36.5,0.821,0.006268,16.9
CONFIRMED,0.935115863,64.8,1.6172,0.00738,21.6
CONFIRMED,3.57551429,92.8,2.364,0.008876,16.6
CONFIRMED,136.205112,1209.3,5.568,0.031899,20.0
CONFIRMED,6.30922043,691.2,1.3251,0.023605,22.5
CONFIRMED,2.94194296,278.0,2.056,0.01479,18.2
FALSE POSITIVE,1.146934644,256.2,1.7247,0.014751,19.7
FALSE POSITIVE,1.245353252,224.2,2.152,0.014124,20.3
CONFIRMED,82.2001239,233.9,10.627,0.013819,47.9
CONFIRMED,15.3626052,468.3,3.736,0.019326,19.7
CONFIRMED,0.843379985,343.3,1.4474,0.01815,53.6
CONFIRMED,6.56606941,402.4,1.8455,0.019524,25.8
CONFIRMED,10.49566303,106.1,4.7356,0.00948,48.7
CONFIRMED,1.34155642,58.2,1.6462,0.006995,23.7
CONFIRMED,8.48299282,69.1,2.505,0.007876,21.3
CONFIRMED,0.665025941,104.7,1.7542,0.009533,26.5
CONFIRMED,234.635652,868.5,6.965,0.026459,26.7
CONFIRMED,13.32191461,133.5,6.213,0.011586,24.3
CONFIRMED,7.69994466,70.9,4.432,0.007635,17.4
CONFIRMED,4.77466043,54.3,3.804,0.006682,15.5
CONFIRMED,29.39337161,327.0,7.0445,0.016963,69.7
CONFIRMED,2.164570593,525.1,1.2862,0.02106,19.8
FALSE POSITIVE,12.4258343,449.4,28.1171,0.025397,72.0
FALSE POSITIVE,0.873227249,221.8,0.7948,0.013885,21.9
CONFIRMED,2.88878583,40.9,2.977,0.005802,17.2
FALSE POSITIVE,7.37453336,304.4,3.745,0.159773,33.1
CONFIRMED,87.9724227,866.7,14.638,0.026755,64.6
CONFIRMED,0.568874717,378.4,1.2177,0.017496,50.4
FALSE POSITIVE,22.023514,1670.0,1.932,0.04685,10.2
CONFIRMED,56.5732318,688.5,4.188,0.031776,21.6
FALSE POSITIVE,1.846861455,648.6,1.6605,0.023754,35.9
CONFIRMED,3.568099612,98.4,3.2131,0.00935,52.5
CONFIRMED,132.9955503,1275.4,7.436,0.034912,29.3
CONFIRMED,6.002548291,202.0,4.1628,0.015656,71.6
CONFIRMED,11.44865823,75.2,4.953,0.008892,21.9
